Emotion,Text
sadness,aya kaduhung hanjelu naha kang emil teu janten gubernur ibukota negara
anger,ceuk aing tong sok balaga jd jalma mah ari geus kieu mah mewek siah kehed
anger,atuh anying aku teh gak mau marah marah sama yg bandel kumaha sia weh cau maruk korona teh dianggap panyakit biasa wae kumaha mun allah ambek gede terus ngajieun panyakit bisul dina jantung siah 
fear,asa dosa nyocokan budak batur series bl jaba incu pa haji sieun di ontrog ya allah
anger,si anjg mah te gableg kaera ges puguh teh puasa kalakah nyien piomongen goblog pisan isuk
sadness,karunya nu jomblo geus aweuh tinggalieun di jalan lekas membaik bandung 
joy,tiap malem dia nelponin aku ke esia yg 375ribu aku sok babarakatakan ngadenge si eta ngocoblak itu yang namanya di sekil huft
fear,sararieun tea ngadenge sora sirine mobil damkar
sadness,asa sedih ningali persib taun kunaon jadi kieu ya allah ayeuna
joy,bari ngupingkeun lgu dina samak salambar pas heu rt cinggir panas2 goreng pisang nikmat dgn kecapi suling pas
sadness,subhanallah kacida butut na si konate ge asa tega pisan teu inget bareto sok jumaahan bareng di gateway
fear,meni sararieun gt ya udah corona skrg dbd juga lg usum
anger,si uyunk gblog taii najis ajeg nga band deui jeung si eta anjing pisan si eta gagal total ijid aing
joy,asa atoh kieu bisa nyieun basreng kuah jaba ngenah deih jadi sok hyg nyieun cilok kopma
anger,unggal poe sender awewe tp sender na teu bisa ngahargaan perasaan kabogoh si lalaki make bahasa kita rutin hs dan kissing juga goblog bapa sia solat tahajud ajgg
joy,tong nepi diekspor kade kang alhamdulillah hade pisan kabarna 
sadness,ku tirisna oge tos teu walakaya mugia teu sareng banjirna ka dulur ka baraya di kota di lembur
fear,tadi heuh rada ngadegdeg pas nu di tangkal cau serem ey
anger,naon sih anying riweuh pisan si bagong sia pengangguran mun teu nyalahkeun pemerintah ayeuna nyalahkeun awewe insyaf sia teh zuma sia tah akhir zaman lainna neangan gawr kalahkah komen ig nyinyir deuih si anying guna sia hirup 
joy,sumedang memang kota paling aman d indonesia rukun warga na runtut raut dina gotong royong na bagja boga lembur kie nuhun gusti
anger,tolol ko bangga ai sia tolol pisan euy bagong sia
anger,hidup aing kumaha aing kalo hidup maneh nyinggung hidup aing sok weh jadi urusan aing 
fear,kunaon nya aingmah jadi sieun ku cucunguk komo nempo jurig mah tapi leuwih sieun nempo cucunguk anu jadi jurig
sadness,mun ker peting hiji komando mah moal kieu jadina asa nyeredet kanu peuting manah euy mun inget kanu kajadian nu
anger,kadieu ku aing anying meni bleber pisan congorna bgst 
anger,geus podaran bae tuman ngaheherin indonesia bae
sadness,di gerbang sedih liat live stream mekkah ngeshootnya ngga atau dalem masjidil haram nabawi lg tp dari atas atau sekitaran masjid karena ngga ada orangnya
sadness,nu mere kahadean jiga bantuan teu tangtu kabeh ngarep balesan cukup hargaan salila dirina aya tong nepi nyieun pamolah tur goreng lampah nu matak raheut manah beda jalma beda sipat nu jadi ubar lain cukup ku
sadness,sugaaan km jeung saha melakukannyah jims tong babay2 an atuh lah menii saredih
anger,ris engges we riungken meh puguh tong ngomong nu lain lain lah bisi aing emosi di galey sia ku aing 
joy,balik obor light dinner jeung kabogoh nuhun gusti malam minggu ti stadion
joy,dihaturkeun nuhun ka teteh anu nembe diangir wargi twitter tiasa babarakatakan sasarengan nuhun teteh
sadness,wasa ninggal berita ninggal twiter ninggal ru all about banjir mugia dipasihan kasabaran sareng katabahan kanggo sadayana
joy,meni sok atoh mun aya si mimin datang pas teu boga quota pas gimana gitu wkw
joy,alhamdulilla atos majeng ayeuna mah mudah mudahan teras majeng salamina bingah ningal sareng ngupingna 
anger,tungguan weh nder kamu sukses pasti hyg balik deui ke ge mun teu ngajak nikah pasti minjem duit lalaki bangsat bedul siah pisan euy
anger,maneh baperan anying kitu hungkul make dibacotan edgy meren nya
joy,taun lolos alhamdulillah henteu ge te nanaon abi bingah ninggali permainan dan semangat juang tim anu ayeuna punten benten sareng kamari
joy,keur boga duit mah ningali tukang rongsok teh meni bungah
joy,berkah dari corona udara kotor jadi kurang alhamdulillah menghirup udara sehat lihat si adit alus si eta dina transport jadi ka lingkungan emang berkesinambungan edannnn urang senang juga sebagai pesepeda abal abal yang mencari konten sg eh banyak yang ngikut sukakkkk
anger,tong so biyutiful lah jadi jelama mah teu nyadar kitu beunget sia kos spiteng goblog ih tidak menyadari eyapp sia mah tah raray 
fear,keur usum kieu mah batuk saetik rek di pariksa sieun di sangka corona mit amit ajig
fear,asa keueung nyinghareupeun kahirupan dunya ayeuna geus karasa geunyleung 
joy,alhamdulillah meuni nikmat ai gs nyampe kasur tuluy nangkarak bin telentang
fear,kitu seteh yang urng mh sien mnh indit jng batur matak loba curiga
sadness,pami di carios keun mah sedih ningali persib
sadness,dugi ka danget ayeuna kameumeut angger montel dina rasa akang walakaya nyingkahannana
anger,lain diserang males we atuh da manehna ge nyerang anies teu pupuguh s bebel teh 
fear,rumah aku ada yang meninggal cucu cucunya pada nangis patarik tarik sarieun pisan di belakang
joy,bagja tur bingah ningali sareng mirasana gaduh dulur anu laluhur kupangkat srg elmuna sae sikap paripolahna soleh akhlaqna tiasa abdi kitu 
joy,bahasana sama a sadayana saya kakarak apal saya ngabarakatak saat saya nyawang lawakan nya hahahaha mantap mang lawakan nya salam
joy,udud ngeunah ya allah
anger,nya sok dimimitian ku siya kehed mun bisa ku aing dibantuan
joy,sok reseup ari atos nimbrung di group sunda teh asa loba dulur ehehe hapunteun bilih aya cariosan abi anu kirang sapagodos sareng baraya sunda maklum abi mah urang sunda sok reusep banyol
sadness,di lembur masjid kolot meuni sedih ningalna sugan bisa di omean deui daerah cipanas
sadness,teu wasa ninggal ade teu damang teh
fear,baru di depok aja update tentang corona bener aja kan tuh 2 orang udah positif sieun
fear,mendung angin ngagelebug meuni sarieun pisan
sadness,heeh sararedih ih bulan puasa ge sepi mereun da ga teraweh ga boleh bukber
joy,makan siang ditembak ku kopi hideung panas duh asa bagja bebas asa merdeka di warung sunda kuningan
sadness,oh shyitt padahal urg rindu pisan suasana mudik panggih jeung dulur dulur ngabring ka ciamis nalangsa bray mun bener teh
anger,sia teu boga hate sugan sia ngomong naon wae ker baheula kehed beunget sia anjng emang paeh weh sia
sadness,duh gusti bagja kacipta nalika raga ngaraba takwa lain beja lain carita cai soca ngeclak emut kana dosa
anger,kehed sia anying teu daek cicing pisan sia anying ceuk aing diuk didinya maneh siawwteh diuk didinya maneh kadieu ulah ganggu aing ai sia teh oooh si jelema apa monyet sih aing bingung rariweh pisan palalur da aing da gelut jeung aingggg
joy,balik ngebut da hayang ngompol di jalak keneh eweh cai pisan manya kudu ngalaman make akua ath wow makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak
fear,aduhh nyii jadi muringkak kieu punduk tos ahh bade uih
joy,enyaaa bagja ningali baturan nikah tapi sedih teu bisa nyaksian
fear,hirup di jalan mah sarieun aya dei nu ninggal kecelakaan bieu
anger,pelatih geus wani manajemen ngejedog keneh laina di dukung apa kummaha asa meningan si gw meski goblog tapi maneh na bebeakan ngabela tim jeung supporter na didieu mah kalem weh ngudud di caffe bari cing calengir bagong
sadness,ieu kuring naha janten hanjelu gara gara parantos aya fabregas deui di chelsea
joy,persib 2 0 persiwa 2009 alhamdulillah ngora urang berarti
sadness,teuing atuh ayeuna abdi ngan tiasa tarik ambekan mikir perkawis anu positip wae tacan keneh sanggem kaayaan sepertos ieu anu midamel abdi gelisah sarta hanjelu sadaya barobah kaayaan hiji teu aya jalmi anu tiasa teurang kaayaan kuring
sadness,nyurucud cai panon ningali perjuangan c febri lulumpatan ngudag bola umpan barutut htr nhn bow maneh hijina nu ngangkat martabat persib
anger,ijid anjing ka lalaki ciga sia so anjing lalaki teh 
anger,goblok anying teu boga tangkurak pisan 
fear,minggu meni pikasieuneun kitu nya kinten2 sabaraha tah ibakna
sadness,sangsara balangsak geus kalakonan kasusah kabungah keur disanghareupan eta sakabeh kudu bisa nyieun sadar sedeng kanyeri kapeurih kudu bisa mawa duanana ubar diri
anger,sorry kang abdi mah teu percaya ka hukum nu kieu patut hukum milik buruy kecebong nepi ka iraha teu rido teu sudi dilicikan teu hayang damai mun can jujur jeung adil akang teu kudu ngajak2 kabeh rakyat kudu sabalong jeung si abu janda embung geuleuh
fear,garut kota na dmna sih sarieun teu narurut titah caricing teh
anger,indihome teh kunaon anying padahal anyar mayar goblog teh tapi lemot pisan ih tai
sadness,anjir aslina kaduhung pisan nurutan saranna
anger,manajemen masih cicing wae teu berusaha neangan pelatih anu berkualitas fix sia manajemen goblog 
anger,paling rudet geus ningali babaturan sinchan manyun hayang neungeul 
joy,meuni bingah uy manchester united menang teh keur mah calik dipuncak klasemen ditambih gaduh pertandingan sisa 
anger,hirup tong sok balaga bisi akhirna di pikangewa kaduhung akhirna menta hampura teu di tarima sakitu 
sadness,nyurucud cipanon ngeclak cisoca upami emut ka sosok kang bahar
sadness,aing mah ditinggalkeun ku indung bapa sia mah anjing nyeredet kanu manah ya allah cing ageung milik na neng
anger,aranjing teh pamaen persisam pantesna maen ftv geuralah loba ekting pisan 
sadness,sok nalangsa ai inget ka kolot geus eweuh teh sakapeng mah sakapeng t inget sakapeung inget 
sadness,naha nya lagu alm glenn fredly sedih tak berujung meuni nyesek
fear,anjir meni segitunya grgr corona sarieun
anger,naon sih maraneh teh maju kadieu sia teh anying wawanian sia kadek sia ku aing
joy,aya anu nganteran kupat tahu ari ka jalmi soleh tur kasep mah timana weh rizki mah nuhun gusti isuk isuk
anger,bangsat berdasi beunget sia ciga babi
fear,neme ge tos tlpnan sreng s mmh dlmbur ge berang meuni keueung djln sepi jlmi ge aya nu klluar mlhan nuju d pantau bisi aya nu datang ti kota
fear,edan pugliara robertino getih na nepi ngucur kitu gara duel adu kepala jng bek persiba kalah hariwang nempo nage tadi
sadness,ya allah saking ku nyeri hate na saking ku bingung na nepi teu bisa ceurik ceurik acan nu aya ngahuleng weh allahuakbar allahuakbar
fear,saya pernah kaditu pas backpacker ka jogja nyalira tujuanna bade ka tebing breksi tapi pas jalan uih ka kota deui ningali plang candi ratu boko dongkap sonten emang muringkak sih
joy,alian pernah manggih duit tina pesak calana nu lila aing bieu men manggih majuta ni asa bagja euy aslina
joy,bungah ngeclak cipanon indung reugreug kacipta ngaheulas wujud nu jadi bapa geulis kasep sing saroleh sing jarujur ulah takabur
sadness,sedih kieu nya sing direzkian jeng disehatkeun si bapa nu dagang eta
sadness,sing jadi perah tina perih ieu sib sing jd obat pil pait teh urng mh ukur bisa ngadoakeun sugan ari nu d nyerikeun mh d kabul ku gusti sing menang sing sumanget snjan ku batur d licikan oge hate mh ngajerit ninggali d kikitu ku batur teh 
anger,cik euy jaga babangus sia teh ari ngomong teh pikir tong asal jeplak
anger,geuleuh ih anjing eta ucing sumput nyumput ka imah ainx gera goblog teu nyopan pisan abuz ka imah batur tanpa permisi hayang neunggeul da
anger,paham pemikiran na sa bajingan aing sa begundal aing sa bangor na aing nepi boga pemikiran kieu bangsat sieun ka malaikat meuren sia teh goblog aduh anjing ih bangsat babi binatang
joy,htr nuhun steacanage a bingah mugi dina wktosna cing lancar cing teu aya halangan cing berkah salamet cing di gampilkin milik rijkina
sadness,teukarasa mani waktu teh sedih hanjelu ceurik
joy,alhamdulillah seuri dei berkat teman teman haha
joy,keur sibuk gawean keur sibuk ku orderan nuhun gusti katampi nikmat na
anger,naon sia anying kadek sia ku aing
fear,bapaaak hampura neng bapaaak neng asa keueung kieu bapaaaak aya pakumaha
joy,kita di pakansari juara sejarah tersaji hatur nuhun prestasi persib puteri kalian juara pertama di liga puteri pertama gareulis jaragoan we love u
anger,otak nu nu digawe di bang belegug teu bisa nangkep caritaan jokowi jadi jawabna teu kaharti
anger,gokar punteun buat yg pd nongkrong yg jalan2 gajelas punteun ieu mah ari sia goblog2 teuing sih sia terpapar korona di luar nu di imah ge beunang cik karunya ka diri sorangan teh gobloggg cicing heula saminggu mah dripda cicing di r isolasi teu kaluar2 sateh
joy,sono pisan sonten ieu turaes meni merdu tur panas na sa alhamdulillah 
sadness,budak keneh nggeus boga budak ath da ari indung na ulin budakna jeung ninina meni nalangsa watirna eta budak orokna
anger,deuleukn sia mun keok ku aing buburak gra
fear,nya eta parah pisanpernah basa eta didinya untung katahan keneh jaba ker tarik jeng sanes eta wae pokona jalan soreang arah ciwidey atau sabalikna banyak lubang pisan palaur seer korban soalna
anger,anjing eta budak letik keneh wani ka awewe si aniing setan budak haram hungkul kesel
fear,ayeuna ya alloh sarieun kieu nya bandung
sadness,meuni ripuh awewe the aing pernah nuntut nanaon ka lalaki cukup apresiasi mana pernah di bawakeun kawas kitu baturan oge mun ngarambek ceunah ngabales wa teh y hungkul alah aing mah nepi hate karunya
sadness,dilembur mah mending lockdown ge boga beas jeung aya nu nyangu karunya wae nu di perantauan mudik dilarang warung tarutup gawe libur teu digajih dibere dahar ku pamarentah henteu
fear,sok sarieun ai aya kemenkes onlen teh
fear,duh asa melang gini kl jam sgini suara ayam sama anjing nyaut
fear,aslina mah serem urang engke ningali bingkai berita ya alloh tong kiamat heula atuh urang ge can kawin yeuh kumaha budak cucu urang
joy,waduuuuuhh awak asa coplok hate bungah
anger,masih ngantosan ti priok kang jadi eta teh si koplok teh boa ngahuntu
sadness,sesama warga bandung hayu atuh mutualan euy pliss lah meuni saredih kieu 
sadness,ngan saukur tiasa nyaklakeun cai soca tiasa ningali langsung jadilah penerus agama dan bangsa jagoanku ikmal
joy,hirup teh asa bagja heh saha aing
fear,sapoe ayeuna berita ting galaletuk nu maot kareueung
joy,gugah kulem cikopidud alah meni nikmat siah boy nembe
sadness,alika ge nalangsa sigana komo lamun naon wae nu pernah dilakonan jeng anhar heg kajadian deui jeung salakina eta bakal kasiksa kacida sabenernya mun dibayangkeun mah anggeus ayeuna mah sok weh sing salabar heg mun bobogohan teh cing bari usaha bisa nikahna jeng nu eta
fear,di bumi tos meuni asa hariwang uwih we heula atuh
sadness,ripuh sakabehna awak pikiran hate aya nu beres da nyeri hayang uwih hungkul ka imah nu d jabar cicing diditu
sadness,sok sedih ari nga dangu sora takbir teh sok inget ka kolot sadarkolot ayena geus eweuh asa kumaha mah ieu hate teh gusti 
anger,aya aya atuh dukun ah ngeraken daerah pasihan hukum nu ngarah jera pak pol asa kacida
joy,alhamdulillah goal deui nuhun gusti allah nuhun zulham zamrun 
joy,alhamdulillah sib nuhun nyieun bungah bobotoh doa terbaik
anger,sok sadar diri ka beunget jeng penampilan sia siga kampungan parcuma pura pura jelema benghar geh beunget sia 
sadness,oh shyitt padahal urg rindu suasana mudik panggih jeung dulur dulur ngabring nalangsa bray mun bener teh ka ciamis
fear,ajig doa na ni serem kieu serem ti budak dejek nu babaledogan kamari
anger,woy anjir anak dajal jahat banget blm aja aing baledog emang dia seganteng apa sih bangsat balaga pisan
sadness,jam sakieu karek beres nonton miracle in cell 7 dan tetep hayang leweh ajig nonton na ge walaupun udah kesekian kalinya 
fear,serem gini nafas sambil ngaderegdeg 
anger,tong ngabangus dina fb bisi didagor ku aing samaruk aing sieun meureun ku anu leuwih gede ti aing 
joy,bagja boga kalian brooooo
anger,anjing kirakira moal mantuan mah ngomong tatadi atuh setan wayah kieu males eweuh kuotaan galey ku aing gera anjing teh
joy,nuhun fans abi ge seuseurian ningali batur seuri yu ah ke mah seuseurianna babarengan bari nongski
fear,jir sieun urang check up rutin ka rs bulan ieu geus loba nu positif urang pesimis jeung rs na soal na teu modar gegara corona tapi modar gegara jantung kambuh 
fear,cobaan geura datangan warga yg status pdp make apd lengkap panas hareudang nya sieun dieuh
joy,hatur nuhun gusti mere urang bengeut anu pas pasan tp penghasilan cukup saumpama urang ganteng trus beunghar mereun bakalan loba aww anu ku urang dinyenyeri
anger,sia ngomongna rek milih aing mun sia putus jeung nu ayeuna buktina sia kanu sejen koplok lah ngahuntu hungkul siamah 
fear,meuni sarieun ya allah liat berita 
fear,wengi lur asa hariwang jeung rada galau yeuh nempo komposisi pemaen asing persib tong nepi meuli ucing di jero karung 
sadness,di lapangan naha asa ngarasa sedih ningali persib maen home sepi pemain cadangan deui gegara di dzalimi ku federasi sok sib buktikeun yakin bisa meunang aamiin
sadness,meuni wasa ninggal bangke ucing ka tabrak heug ditungguan ku ucing hiji na deui asa na you tube pisan
joy,nuhun gusti atas rizki mu meski pengangguran aku bisa piknik bae sorangan wae ge da nimbel sa rantang
joy,sae nya kang ai ningal kompak kitu teh bingah ningal nage d sok janten kangen ai emut bndung teh
fear,ningali internet ngadon pikasieuneun jawabannateh
fear,geus ngalewat sasak di balikeun motor teh ka luhur da panasaran baturan ge sarua ningali lain urang hungkul ari pek geus eweuh nya ngabret atuh teu mikiran sieun tigebrus bakat ku sieun padahal eta lumayan notog jaba paroek jalan monteng mah
sadness,nun gusti gofuru rohim mun ka gusti abdi sumerah 
anger,kuaing dibere 300 ribu sokkk asal daek bongkar barang barang aing geroan bebaturan maneh ayeuna bantuan bongkar rusak ganti ahh siga nu bener wae dibere jang meli rokok 20000 kalakah menta 300 rb kepret ku aing siaa 
anger,pinafsueun keuheul sedih nempo ningali maneh maen
sadness,nyarita tapi bingung kudu nyarita kasaha ngeluh tapi era ku jelema nu leuwih ripuh pasrah tapi sieun disangka jalmi anu lemah
sadness,mung ukur ka gusti sim abdi sumerah sareng mung ka gusti abdi pasrah
anger,anjing pisan jaket aing turun harga 
anger,tong abong lancek aing letik wanieun di adu jeung sia mah deleh siah ngusik kali deui di leyek ku aing
fear,sieun di bully ku org ciawi ey mun keluyuran kamari ngan ngaliwet ge dikira odp
anger,cik atuh sateh tong gagandengan pake knalpot racing dikomplek anying nyirikeun pisan kampringna 
joy,asa bungah kieu hudang isuk teh lantaran juventus kengeng 3 1 hahahaha
sadness,mang euleuh punten ah tong nga upload photo korban na atuh meni asa teu wasa ninggal na ge 
fear,urang ge bakat ku sieun pindah imah
anger,someah anjing someah nyien aing kehel apa perlu iye tukang bubur ku aing kadek isuk
anger,tong sok mancing pinapsueun lah
sadness,sedih ningali persib ayeuna gusti berkurangnya mah keras tp kitu2 keneh kabaca
anger,geus atuh tong mewek kucinta atuh bro geuleuh siateh jalu maenya jalu mewek goblog lemah pisan 
anger,sok pinapsueun ker teu baroga duit teh
sadness,aman di dinya sep asa sono balik anjir ngan maca berita eta inget oge ka indung
sadness,ngadangu takbir dina kaset teh nyeredet kana hate asa loba dosa teh gusti 
joy,heppybesdey ari aing nuhun gusti atos dipasihan umur panjang kanggo abdi
anger,ceuk aing tonjok anying awak gede koplok
joy,biarpun tiap poe dahar sangu jeung uyah nginum ciherang teurabna bau parsel lebaran jg udh bersyukur akumah aslina nuhun gusti
sadness,ti mangkukna kamari jeung tadi isuk2 hate geunah hayang ngajerit ti ayena mah ka harepna hayang seri cik tarik
anger,gokar punteun buat yg masih pd nongkrong yg masih jalan2 gajelas punteun ieu mah ari sia goblog2 teuing sih sia terpapar korona di luar nu di imah ge beunang cik karunya ka diri sorangan teh gobloggg cicing saminggu mah dripda cicing di r isolasi teu kaluar2 sateh
sadness,miris ya allah karunya tepi diantep kitu rasa simpati jadi terbatas corona
joy,makan siang di warung sunda kuningan ditembak ku kopi hideung panas duh asa bagja bebas asa merdeka
fear,hadeuh hadeuh naha janteun keder kieu 
fear,cangcang geura duh talian pake rante gembok we meh teu leungit meuni asa hariwang pisan nyindir batur
sadness,wasa ninggal org nu dipikanyaah nangis perih hate teh
sadness,sok ujug2 asa sararedih asa waas tapi duka kunaon kadang2 lamun tos kieu teh hoyong uih heula ari di bumi mah asa diubaran
anger,cik euy jaga babangus sia teh ari ngomong teh pikir tong asal jeplak
joy,dihaturkeun nuhun ka teteh anu nembe diangir wargi twitter tiasa babarakatakan sasarengan nuhun pisan teteh
fear,gar ka taman musik bisi kasuatsuat keur dahar mieayam nyumput ngadegdeg sieun diudag ku budak smp 2
joy,ai malem minggu t h sok atoh lah atoh bag an ngaronda d
anger,kumah pernahnya naik angkot dari cihampelas trs di baso bujangan turun kan 2rb aja ya manalagi aku pake seragam mah osok murah tpi akuteh ngasih 5rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing pisan euy geus dibere teh
joy,kawan kawan semua ngeunah seuri ngeunah dahar sing kieu weh
joy,alhamdulillah ya allah atos jongzon abdi ayuna aya hikmah na tina kajanteunan ieu sadaya na pasti aya amis saatos pait janji allah aamiin tetap slalu bersyukur pada mu ya allah
anger,kumah pernahnya naik angkot dari cihampelas trs turun di baso bujangan kan 2rb aja ya manalagi aku pake seragam mah murah tpi akuteh ngasih 5rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing pisan euy geus dibere teh
anger,ninggali dulur di galey ku aing gera
anger,beunget aing goreng karna allah beunget sia alus karna editan oge bangga anjing
sadness,bari jeung teu ngarti naha teu puguh2 cimata ngeclak kana pipi inget indung bapa nu tos beda alam ya allah gusti mugia ditempatkeun disorga
sadness,urang ges kaleungitan dika nu baheula nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah
fear,sarua kitu posena anjir lah sieun urng setiap nempo eta ava
anger,anjing emang pep hayu ulin goblog aing keur aral
joy,nuhun gusti persib jadi juara doa sadayana kacapai nuhun gusti nuhuuunnn
sadness,karunya meuni di kepret kitu pantat na 
sadness,ayeuna era aing lalajo perjuangan pejuang baheula ari aing ngeluh asa ka teunggeul beungeut
sadness,ukur ngembeng cai soca teu wasa wakca balaka harita pisah jeung ema nu mulang ka alam baka
fear,duuh uy asa hariwang kieu nyuak yuk ah gerakeun ieumah asli
anger,ris engges we riungken puguh tong ngomong nu lain lain lah bisi aing emosi di galey sia ku aing
joy,alhamdullilah air asia kapendak subhanallah nuhun gusti
sadness,kunaon ieu cai soca teu liren liren ngucur dina shalat ied boboran ieu asa seeur lalampah anu awon teh hampura samudaya kalepatan taun
joy,maraneh na mh sok atoh mun di ulinan th ngaran liwet lauk hayam jg batagor mh sok aya wae unam sok aya wae hehehe
anger,selama masih bisa ku omongan mah di omongan keneh mun bisa ku aing buburak basecamp na tingali weh
anger,viralin viralin bengeut sia anjing lah beunghar kakarak oge geus ngalunjak keun ku gusti allah hayang teh di cokot deui da babi ciga nu teu ngalaman wae kasusah sia sia susah mah ka saha mun lain ka keluarga aing harita
anger,kudu loba ngahuntu tingali hasilna weh gblk
fear,ajig doa na ni serem kieu kamari serem ti budak dejek nu babaledogan
sadness,duh gusti cai soca teu tiasa ditahan nalika suling gugupai kana di balong manah nyeredet kana hate hoyong uih ka pilemburan malikeun waktos janten budak deui guyang ngurek belut di sawah teterengkelan kana tangkal tatangga gusti waas ku sulingna
joy,hahaha dikirim ku abdi coet lenang jeung tulang na hungkul adiristandinya kang meuni nikmat pisan alhamdulillah wkwkwk
joy,naha om isin abi mah sok atoh moment eta sok dilamikeun salaman ge pas hocew nu di pikareuseup ku abi om 
anger,justru sia kehed nu kampungan mah hirup loba ngareundahkeun batur boa sia jauh lebih rendah
joy,duhh gusti teu kuat aink seuseurian ti keur tadi wkwk
sadness,deudeuh jang cing ageung milik
fear,nyeuri ka jamban beteung jam sakieu tapi sieun
joy,min seueur tokoh sareung pupuhu anu tos ahli di tiap daerah kana bahasa deungeun cobi di sumpingan sok atoh jeung someah kolot baheula mah meun nyalurkeun elmu ka budak ngora
sadness,sedih 2x45 full nangtung di tribun timur pang luhurna pdhal meli tiket sarua siga batur tp teu menang korsi pasedek sedek oge
sadness,ti mangkukna kamari jeung isuk2 hate geunah hayang tadi ngajerit ti ayena mah ka harepna hayang seri cik tarik
joy,nuhun abdi tos tiasa seuri nyakakak mugi jadi pahala
joy,alhamdulillah nuhun gusti lolos ka semifinal nuhun persib nuhun bobotoh maraneh keren parah
sadness,cobian kaasih indung gra duhh sok ngeclak ci panon
anger,gararoblog tangkurak anying mah keur butuh ge di paok we bebel mah santet ku ainh mah lah
sadness,anying ieu film di sctv nyieun hayang leweh hayang di bandung aya mamaaaaaaaahhhh
fear,muringkak bulu kelek aingah ngadenge sora anak hayam wayah kieu
sadness,asa sedih kieu di masjid ngadangu adzan ya allah
joy,ayeuna opat hiji lurrr bungah mamang poe yess
sadness,saredih kieu ninggali vidio kabeh lancek dihuapan kue ku indung
anger,mikir atuh anjing jang bobotoh luar bandung jauh jauh hyg nyaksikeun macth ieuge malah ku brdk bandung keneh di batikeunna sakitu mun saria away menta tulung tiketna kasaha urg selaku bobotoh nu di bandung ge kecewa kieumah anjeng pisan lah
fear,tuh nya padahal saya mah aslina asa melang tur hariwang lain nanaon soalna didinya pan parantos didapuk janten duta rekonsiliasi antara 01 02 lamun ujug2 kainjek vaksin palsu pan nu lain jadi sarieun bade rekonsiliasi pajar duta na oge diracun vaksin palsu
fear,eh kalem boss meni tarik kitu ngomongna jadi sarieun kieu ah ngaderegdeg kieu euy tuur
anger,nu katoel katuhu nu nyerina kenca wasitna
fear,jalan menuju cigunung moal di omean kitu nya meuni palaur kitu
sadness,sok hayang ceurik gogoakan tapi da jang naon ceunah 
anger,sok kehel aing mah emang maraneh bisa maen nya atuh maraen milu seleksi ka persib kaditu persib eleh keuheul aing ge tapi teu ngagogoreng da karasa atuh ai dilapangan mah kumaha ngarasa aing ge hesena dilapang kumaha naha meni kaleuleuwihan pisan asana teh
sadness,komo nahan sagala kasedih jauh ti kolot tapi da mereun ieu ge demi nyumponan jalana hirup ieu pikeun bekeul abi ngalatih diri jadi pribadi mandiri mudah2an sagala peurihna ayeuna janten bagja engkena
joy,kawan kawan semua ngeunah seuri ngeunah dahar sing terus kieu weh 
joy,alhamdulillah nuhun gusti kanggo nikmat sareng hidayah dinten ieu mugia janten barokah kanggo abi keluarga sareng dulur sadayana amiin
sadness,nyurucud cipanon macana euy teu bisa nyalahkeun sasaha urang mah 
fear,plin sarieun abi nonton rusuhna weh disisi
sadness,ripuh ka imah sakabehna teu awak teu pikiran teu hate teu aya nu beres da nyeri hayang uwih hungkul nu d jabar cicing diditu
fear,di pasar induk caringin pa nasib orang pasar kumaha sy icalan bandung tos seueur nu panik sakedik oge nu nyebar hoax pasar bade ditutup sementara paruguh kieu bade icalan sieun ku covid 19 icalan asa piraku kitu pa
joy,alhamdulillah meuni nikmat makan kur jeng sayur ge 
anger,ppriheun awewe mah montong ngaroko atuh aranjing gila nempona jiga ublag
sadness,masjid di lembur kolot meuni sedih ningalna sugan bisa di omean daerah cipanas
joy,balik ngebut da hayang ngompol keneh eweh cai pisan manya kudu ngalaman make akua ath wow makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak di jalak
joy,naon deui gusti allah mah nembe oge dua bulan damel atos dipangmasihan keun jalan ngarah tiasa uih ka garut langkung gampil hatur nuhun gusti di jakarta
sadness,kakkaraen jol cukclak cai panon ningali mashar ajigggg teh laa
anger,tetangga aing teh naha sih arolo olo pisan udah tau gang kecil buntu trs belok2nya susah aja nyuruh driver gofood grabfood nganterin ampe dalem gang sia teh pamalesan pisan anying cokot atuh kahareup gang watir driverna puputeran titatadi
joy,alhamdulillah urang sunda mah raramah jaba berehan deui kopi ples jeung acisna nuhun pisan aa
fear,rek barang beli mikir jero kieu sieun manjang si corona
sadness,bari ngusapan tonggong si mamski teh teuing kunaon rarasaan teh nyaman pisan ai geus diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing ka kamar loba pisan kenangan di kamar eta foto foto alika puisi puisi aing keur alika teu kuat aing ceurik deui di kamar
anger,sia nu tiheula di cacag ku aing setan
joy,ngomong2 ppu na karak ayeuna ageung skor na ih meuni bungah
joy,bungah ningali persib a hah
sadness,sedih ningali persib gusti berkurangnya mah keras tp kitu2 keneh tos kabaca ayeuna
fear,waduhh ieu ceritannya saruaa pisan sama posisi rumahku sama sama suka ntn dvd sendirian keeung geningan walahh
